Date,AMT,ANSS,BRK_A,BAM,KMX,CLNY,CSGP,DHR,DSGX,DLTR,MCO,ORLY,LAMR,MKL,MA
2009-06-04,26.402399152577583,32.34,90200.0,6.459990128414649,12.45,,38.93,22.78148326901569,4.01,14.763333333333,24.7725440949852,37.99,13.751466362102118,285.68,15.97039664155625
2009-06-05,26.09429984317959,33.26,89800.0,6.488448234707224,12.46,,38.95,23.038430896037152,4.04,14.79,24.8326091482117,37.75,13.51685136087748,287.23,15.902114660665987
2009-06-08,25.426751339483953,32.71,90351.0,6.37105854625035,13.7,,38.83,23.0456688573617,4.02,14.76,24.635252544753207,37.92,13.236827004577105,284.69,15.739944956051609
2009-06-09,26.239791183728645,33.15,91450.0,6.353272229817491,13.61,,39.39,23.1578572578922,4.15,14.773333333333,25.16725730190218,38.04,13.55469249010726,280.2,15.949532702950892
2009-06-10,25.83755041868127,32.67,90450.0,6.175409065488894,13.29,,39.65,22.86110084358572,4.09,14.723333333333,24.96990069844369,37.44,13.433600876571964,272.4,16.46354428131927
2009-06-11,25.871783675281048,33.08,91849.0,6.186080855348609,13.59,,40.09,22.88643370822164,4.11,14.486666666667,24.558026047747713,36.36,13.759034587948072,274.45,16.117392572639456
2009-06-12,26.04294995827993,33.07,90870.0,6.239439804647188,13.85,,40.07,22.716341617094756,3.99,14.43,24.317765834841722,36.04,13.448737328263876,274.7,15.843316288232703
2009-06-15,25.572242680033003,31.81,90700.0,6.164737275629177,13.06,,39.45,22.383395396165536,3.91,14.123333333333,22.721751563394808,35.67,12.744892324589964,270.01,15.787362998336514
2009-06-16,25.204235171585406,31.42,89840.0,6.210981698354614,12.69,,38.08,21.938260774705814,3.87,13.896666666667,22.026713090345346,35.41,12.548118452595107,265.05,15.511389992238364
2009-06-17,25.058743831036356,32.03,88050.0,6.154065485769462,12.61,,38.53,22.108352865832703,3.7801,14.036666666667,22.68742867583681,37.0,11.980501514148404,264.07,15.57777525143723
2009-06-18,25.324051569684624,32.33,87625.0,6.260783384366621,13.09,,38.14,22.2205412663632,3.88,13.91,22.24981185947233,37.32,11.83670522307524,267.57,15.495267857861494
2009-06-19,25.37540145458429,32.3,87250.0,6.495562761280369,15.31,,38.28,22.148161653117718,3.96,14.056666666667,22.344199800256828,37.49,12.018342643378185,270.15,15.30180224533908
2009-06-22,24.998835631986747,31.06,86510.0,6.0224467441663,14.04,,37.16,21.52207799854429,4.0,13.95,20.997026463605398,37.44,11.026905057557945,264.18,14.86840133885504
2009-06-23,25.52945110928328,30.33,85800.0,6.0295612707394435,13.81,,37.82,21.532934940531113,3.92,13.776666666667,21.57193483020187,36.82,11.11015554186346,264.38,15.186102222163909
2009-06-24,27.078505970423166,31.55,86800.0,6.075805693464878,13.49,,38.27,21.822453393513044,3.96,13.773333333333,22.061035977903344,36.65,11.102587316017505,266.21,15.274299780813834
2009-06-25,27.437955164720822,32.09,86705.0,6.125607379476886,14.28,,38.68,22.34746679023768,3.95,14.02,22.018132368455845,37.72,11.64749957692634,267.09,15.579671973128628
2009-06-26,27.27534719587188,31.01,86210.0,6.093592009897739,14.48,,39.13,22.72402812306087,3.93,14.22,22.31845763458833,37.6,11.579385544312736,274.23,16.018763044686853
2009-06-29,27.574888191119925,30.99,88700.0,6.129164642763459,14.52,,39.52,22.727648905107248,3.88,14.24,22.721751563394808,38.2,11.768591190461636,277.9,15.946687620413798
2009-06-30,26.98436451477378,31.16,90000.0,6.072248430178307,14.7,,39.87,22.354708354330434,3.82,14.033333333333,22.610202178831315,38.08,11.556680866774867,281.7,15.867025309375157
2009-07-01,27.08706428457311,31.26,90490.0,6.0260040074528725,14.71,,40.68,22.148323777686958,3.8,14.143333333333,23.099303326532787,38.25,12.37404925813812,280.75,15.727616265057533
2009-07-02,26.470865665777133,30.43,89384.0,5.922843372142285,13.82,,38.59,21.57624021435942,3.8999,13.8,22.31845763458833,37.43,11.859409900613109,274.12,15.766499059731157
